invoice_and_item_number,date,store_name,city,county,category_name,vendor_name,item_description,state_bottle_retail,bottles_sold,sale_dollars
INV-78823700009,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL,49.92,6,299.52
INV-79901700007,2025-02-24,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,15.0,24,360.0
INV-79901500001,2025-02-24,PRIMESTAR / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE MINI,8.64,3,25.92
INV-79258700019,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,100% AGAVE TEQUILA,PROXIMO,1800 SILVER,13.88,1,13.88
INV-79273800005,2025-02-03,WILTON EXPRESS,WILTON,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN MINI,4.95,12,59.4
INV-79478800011,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT RYE WHISKIES,CAMPARI AMERICA,WILD TURKEY 101 RYE,22.5,1,22.5
INV-78271300024,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,100% AGAVE TEQUILA,BACARDI USA INC,PATRON CRISTALINO,52.49,2,104.98
INV-78334200011,2025-01-06,COLONY POINT FUEL & GAS - WILLIAMSBURG,WILLIAMSBURG,IOWA,AGED DARK RUM,"SOVEREIGN BRANDS, LLC",BUMBU RUM,27.75,6,166.5
INV-79504400004,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,1.46,48,70.08
INV-78586700001,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,HEAVEN HILL BRANDS,CHRISTIAN BROS BRANDY,2.99,24,71.76
INV-78832500025,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN BRANDIES,E & J GALLO WINERY,E & J VS,1.86,48,89.28
INV-79075000014,2025-01-27,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,48,72.0
INV-79725700014,2025-02-18,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PROXIMO,JOSE CUERVO ESPECIAL SILVER,5.45,48,261.6
INV-79900600001,2025-02-24,WILTON EXPRESS,WILTON,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,6,103.5
INV-79068000013,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,PHILLIPS BEVERAGE,ROW VODKA,18.33,6,109.98
INV-79704200009,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,IMPORTED CORDIALS & LIQUEURS,"MAST-JAGERMEISTER US, INC",JAGERMEISTER LIQUEUR MINI,55.26,1,55.26
INV-78319900015,2025-01-06,PRIMESTAR / MARENGO,MARENGO,IOWA,BLENDED WHISKIES,SAZERAC COMPANY  INC,SHEEP DOG PEANUT BUTTER,12.75,1,12.75
INV-78319700002,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT RYE WHISKIES,PERNOD RICARD USA,HA SMOOTH AMBLER OLD SCOUT RYE BARREL,26.24,1,26.24
INV-79104900013,2025-01-28,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,MAUI BLUE HAWAIIAN SCHNAPPS,7.5,1,7.5
INV-79258600041,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN SCHNAPPS,JIM BEAM BRANDS,DEKUYPER LUSCIOUS PEACHTREE PET,17.63,2,35.26
INV-79068000014,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN FLAVORED VODKA,HEAVEN HILL BRANDS,DEEP EDDY LEMON,14.25,12,171.0
INV-79102800002,2025-01-28,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,22.49,6,134.94
INV-78605400004,2025-01-14,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,12,342.0
INV-79102800004,2025-01-28,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,12,342.0
INV-79795700006,2025-02-19,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,TEMPORARY & SPECIALTY PACKAGES,BROWN FORMAN CORP.,WOODFORD RESERVE DOUBLE DOUBLE OAKED,155.96,1,155.96
INV-78786000009,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,SINGLE BARREL BOURBON WHISKIES,JIM BEAM BRANDS,KNOB CREEK SINGLE BARREL RESERVE,45.0,1,45.0
INV-79704200010,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN FLAVORED VODKA,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,KINKY BLUE,15.0,2,30.0
INV-79725700016,2025-02-18,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,100% AGAVE TEQUILA,PERNOD RICARD USA,OLMECA ALTOS PLATA,11.99,4,47.96
INV-78381800002,2025-01-07,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,CANADIAN WHISKIES,SAZERAC COMPANY  INC,CANADIAN LTD WHISKY,8.25,4,33.0
INV-79068000011,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA PET,5.25,12,63.0
INV-78832500010,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,5.25,12,63.0
INV-78334200015,2025-01-06,COLONY POINT FUEL & GAS - WILLIAMSBURG,WILLIAMSBURG,IOWA,BLENDED WHISKIES,MHW LTD,SOOH CREEK WATER WHISKEY,19.22,12,230.64
INV-78334400019,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,WILLIAM GRANT & SONS INC,SAILOR JERRY SPICED NAVY RUM,17.67,12,212.04
INV-78379900008,2025-01-07,HOMETOWN FOODS / TRAER,TRAER,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS CHERRY,16.88,12,202.56
INV-79515000005,2025-02-11,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,12,342.0
INV-78786200021,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN VODKAS,E & J GALLO WINERY,NEW AMSTERDAM 80PRF MINI,6.92,12,83.04
INV-79074900010,2025-01-27,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,IOWA,FLAVORED RUM,PERNOD RICARD USA,MALIBU COCONUT PET,13.49,3,40.47
INV-79736200026,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,27.74,2,55.48
INV-79107800017,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,48,72.0
INV-79479000002,2025-02-10,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY MINI SLEEVE,6.56,96,629.76
INV-79005600002,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,4.88,24,117.12
INV-79962100002,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,9.15,24,219.6
INV-79344200017,2025-02-05,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN SCHNAPPS,LUXCO INC,PARAMOUNT PEPPERMINT SCHNAPPS,12.0,6,72.0
INV-79695100003,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,12,207.0
INV-79068000020,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,SAZERAC COMPANY  INC,CHI-CHI'S MEXICAN MUDSLIDE,9.75,12,117.0
INV-79704100005,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,CEDAR RIDGE VINEYARDS LL,CEDAR RIDGE BOURBON,28.01,36,1008.36
INV-79478800010,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,TENNESSEE WHISKIES,BROWN FORMAN CORP.,JACK DANIELS OLD #7 BLACK LABEL,23.87,48,1145.76
INV-78786000017,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,8.13,1,8.13
INV-79074700016,2025-01-27,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY BUTTER PECAN MOONSHINE MINI,13.13,8,105.04
INV-79554300013,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,100% AGAVE TEQUILA,PROXIMO,1800 REPOSADO,26.25,2,52.5
INV-78319800006,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,STRAIGHT BOURBON WHISKIES,DIAGEO AMERICAS,BULLEIT BOURBON,44.99,2,89.98
INV-79258600031,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,COCKTAILS/RTD,PROXIMO,1800 ULTIMATE BLACK CHERRY MARGARITA PET,15.06,2,30.12
INV-79900500001,2025-02-24,WILTON EXPRESS,WILTON,IOWA,TEMPORARY & SPECIALTY PACKAGES,DIAGEO AMERICAS,CROWN ROYAL BLACKBERRY,26.24,12,314.88
INV-78755500024,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,NIKOLAI VODKA,2.57,24,61.68
INV-78664800001,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,50.99,6,305.94
INV-79114900001,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE MINI,8.64,2,17.28
INV-79900800002,2025-02-24,WILTON EXPRESS,WILTON,IOWA,NEUTRAL GRAIN SPIRITS FLAVORED,OLE SMOKY DISTILLERY LLC,OLE SMOKY BANANA PUDDING CREAM MOONSHINE MINI,13.13,8,105.04
INV-79970200001,2025-02-25,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,HA HEAVEN HILL GRAIN TO GLASS WHEATED BOURBON,75.0,1,75.0
INV-79962100001,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET TOASTED CARAMEL,9.0,3,27.0
INV-79005600013,2025-01-24,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,48,72.0
INV-78786200005,2025-01-20,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,12.74,24,305.76
INV-78823700029,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS RAW VANILLA,13.34,12,160.08
INV-79863500016,2025-02-21,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,99 ROOT BEER,11.25,12,135.0
INV-78832500013,2025-01-21,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,E & J GALLO WINERY,NEW AMSTERDAM 80PRF,2.99,48,143.52
INV-78823700025,2025-01-21,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN BRANDIES,SAZERAC COMPANY  INC,MR BOSTON BLACKBERRY BRANDY,16.5,6,99.0
INV-79504400027,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 WATERMELON PET MINI,78.6,1,78.6
INV-79258600013,2025-02-03,BIG G FOOD STORE,MARENGO,IOWA,TEMPORARY & SPECIALTY PACKAGES,"GRATON SPIRITS COMPANY, LLC / PURPLE BRANDS",REDWOOD EMPIRE BOTTLED IN BOND GRIZZLY BEAST BOURBON,65.33,1,65.33
INV-79478800038,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN DISTILLED SPIRITS SPECIALTY,PHANTOM V DISTILLING CO,SOOH PHANTOM V OLD FASHIONED OATMEAL COOKIE,24.72,1,24.72
INV-78196800021,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN SCHNAPPS,LUXCO INC,ARROW PEPPERMINT SCHNAPPS,3.6,3,10.8
INV-79114900027,2025-01-28,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,HEAVEN HILL BRANDS,ADMIRAL NELSON SPICED,10.5,4,42.0
INV-78814000001,2025-01-21,WILTON EXPRESS,WILTON,IOWA,IRISH WHISKIES,PERNOD RICARD USA,JAMESON,26.24,12,314.88
INV-78196800012,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,PHILLIPS BEVERAGE,PHILLIPS VODKA,5.36,12,64.32
INV-79478900011,2025-02-10,PRIMESTAR / MARENGO,MARENGO,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,SOUTHERN COMFORT,7.17,24,172.08
INV-78755500018,2025-01-19,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,BARTON VODKA,10.59,6,63.54
INV-79704200003,2025-02-17,PRIMESTAR / MARENGO,MARENGO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-78870300005,2025-01-21,HOMETOWN FOODS / TRAER,TRAER,IOWA,BLENDED WHISKIES,DIAGEO AMERICAS,SEAGRAMS 7 CROWN,12.74,12,152.88
INV-78786000002,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,BOTTLED IN BOND BOURBON,SAZERAC COMPANY  INC,EARLY TIMES BOTTLED IN BOND,19.5,1,19.5
INV-78196800015,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,7.86,3,23.58
INV-79655900024,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,IMPORTED FLAVORED VODKA,DIAGEO AMERICAS,CIROC RED BERRY,7.5,6,45.0
INV-78271300002,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,30.74,4,122.96
INV-79438900004,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,STRAIGHT BOURBON WHISKIES,LUXCO INC,PENELOPE WHEATED,30.0,6,180.0
INV-79504400006,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,6.33,24,151.92
INV-79554300008,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,15.0,12,180.0
INV-79068000031,2025-01-27,BIG G FOOD STORE,MARENGO,IOWA,IMPORTED SCHNAPPS,SAZERAC COMPANY  INC,DR MCGILLICUDDYS WILD GRAPE,13.34,12,160.08
INV-78334200008,2025-01-06,COLONY POINT FUEL & GAS - WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,28.5,6,171.0
INV-79107800019,2025-01-28,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 PINEAPPLE MINI,78.6,1,78.6
INV-78319800005,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,CANADIAN WHISKIES,IROKOS GROUP LLC,SWEAR JAR MAPLE DONUT,18.75,2,37.5
INV-79947200012,2025-02-25,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN SCHNAPPS,PHILLIPS BEVERAGE,ICE HOLE SALTY CARAMEL SCHNAPPS,8.25,2,16.5
INV-78196800009,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,IMPORTED DRY GINS,DIAGEO AMERICAS,TANQUERAY RANGPUR GIN,20.99,3,62.97
INV-78786100002,2025-01-20,PRIMESTAR / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET RESERVE,22.5,6,135.0
INV-78319900002,2025-01-06,PRIMESTAR / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,6,103.5
INV-78319800015,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,LUXCO INC,HAWKEYE VODKA,11.25,6,67.5
INV-79322300005,2025-02-04,HOMETOWN FOODS / TRAER,TRAER,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,27.74,6,166.44
INV-78586600015,2025-01-14,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,COCKTAILS/RTD,PROXIMO,1800 ULTIMATE BLOOD ORANGE MARGARITA,15.06,6,90.36
INV-79258700003,2025-02-03,PRIMESTAR / MARENGO,MARENGO,IOWA,CANADIAN WHISKIES,HEAVEN HILL BRANDS,BLACK VELVET,17.25,12,207.0
INV-79704300011,2025-02-17,CASEY'S GENERAL STORE #2533 / MARENGO,MARENGO,IOWA,AMERICAN CORDIALS & LIQUEURS,SAZERAC COMPANY  INC,99 WATERMELON PET MINI,78.6,1,78.6
INV-79962100006,2025-02-25,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,WHITE RUM,BACARDI USA INC,BACARDI SUPERIOR MINI,8.31,12,99.72
INV-79554300006,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,2.9,6,17.4
INV-79075000011,2025-01-27,THE DEPOT WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,3,42.72
INV-79344100004,2025-02-05,CASEY'S GENERAL STORE #2488 / N ENGLISH,NORTH ENGLISH,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL REGAL APPLE,26.24,12,314.88
INV-79504400003,2025-02-11,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,CANADIAN WHISKIES,DIAGEO AMERICAS,CROWN ROYAL,12.74,24,305.76
INV-79472600001,2025-02-10,WILTON EXPRESS,WILTON,IOWA,AMERICAN DRY GINS,PERNOD RICARD USA,SEAGRAMS EXTRA DRY GIN,6.33,24,151.92
INV-79322300003,2025-02-04,HOMETOWN FOODS / TRAER,TRAER,IOWA,AMERICAN VODKAS,LAIRD & COMPANY,FIVE O'CLOCK VODKA,5.69,12,68.28
INV-79655900016,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,MCCORMICK DISTILLING CO.,MCCORMICK 80PRF VODKA PET,2.76,24,66.24
INV-78271300009,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,NIKOLAI VODKA,4.95,12,59.4
INV-78319900009,2025-01-06,PRIMESTAR / MARENGO,MARENGO,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,4.86,48,233.28
INV-79704100041,2025-02-17,BIG G FOOD STORE,MARENGO,IOWA,CREAM LIQUEURS,E & J GALLO WINERY,RUMCHATA,21.0,24,504.0
INV-78319800012,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,BLENDED WHISKIES,CEDAR RIDGE VINEYARDS LL,SLIPKNOT IOWA WHISKEY NO. 9,32.0,1,32.0
INV-79695100002,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY 100ML CARRIER,9.0,8,72.0
INV-78664800005,2025-01-15,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,CEDAR RIDGE VINEYARDS LL,CEDAR RIDGE BARREL PROOF,34.5,2,69.0
INV-78196800020,2025-01-02,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN FLAVORED VODKA,PARK STREET IMPORTS,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,12.51,3,37.53
INV-78786100020,2025-01-20,PRIMESTAR / MARENGO,MARENGO,IOWA,IMPORTED BRANDIES,VIN DIVINO LTD / GONZALEZ BYASS USA,SOOH PRESIDENTE GRAPE BRANDY (PEDRO DOMECQ),12.74,3,38.22
INV-79695200008,2025-02-17,CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN VODKAS,SWELL LIQUOR LLC,SWELL VODKA,9.0,6,54.0
INV-78319800026,2025-01-06,BIG G FOOD STORE,MARENGO,IOWA,CREAM LIQUEURS,E & J GALLO WINERY,TIPPY COW CHOCOLATE,15.0,6,90.0
INV-79695300014,2025-02-17,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,27.74,6,166.44
INV-79074800016,2025-01-27,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,COCKTAILS/RTD,PROXIMO,JOSE CUERVO AUTHENTIC LIGHT LIME MARGARITA,13.11,6,78.66
INV-78334400026,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,AMERICAN SCHNAPPS,LUXCO INC,ARROW SPEARMINT SCHNAPPS,7.88,12,94.56
INV-79736200028,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,IMPORTED BRANDIES,MOET HENNESSY USA,HENNESSY VS FLASK,17.24,3,51.72
INV-79554300011,2025-02-12,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,AMERICAN SCHNAPPS,LUXCO INC,ARROW PEPPERMINT SCHNAPPS,3.6,3,10.8
INV-78786000015,2025-01-20,BIG G FOOD STORE,MARENGO,IOWA,AMERICAN VODKAS,PHILLIPS BEVERAGE,ROW VODKA,18.33,1,18.33
INV-79438900019,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,GOLD RUM,BACARDI USA INC,BACARDI GOLD,7.5,5,37.5
INV-78390200009,2025-01-07,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,BROWN FORMAN CORP.,WOODFORD RESERVE DOUBLE OAKED,48.75,3,146.25
INV-79655900005,2025-02-14,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,JIM BEAM,17.25,4,69.0
INV-79753900019,2025-02-19,KARLS GROCERY / EDGEWOOD,EDGEWOOD,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,SOUTHERN COMFORT,15.5,4,62.0
INV-79988700005,2025-02-26,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,STRAIGHT BOURBON WHISKIES,CAMPARI AMERICA,RUSSELLS RESERVE 10YR,33.75,6,202.5
INV-78397000013,2025-01-07,ALI'S CORNER / WATERLOO,WATERLOO,IOWA,AMERICAN VODKAS,FIFTH GENERATION INC,TITOS HANDMADE VODKA,5.24,24,125.76
INV-79258800013,2025-02-03,CASEY'S GENERAL STORE # 2774/AMANA,AMANA,IOWA,AMERICAN VODKAS,DIAGEO AMERICAS,SMIRNOFF 80PRF,12.38,12,148.56
INV-78334400017,2025-01-06,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN 100PRF SPICED RUM,16.49,12,197.88
INV-79485800018,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED PET,14.24,12,170.88
INV-79485800004,2025-02-10,BROTHERS MARKET / WILLIAMSBURG,WILLIAMSBURG,IOWA,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,EVAN WILLIAMS BLACK,26.25,6,157.5
INV-79438900015,2025-02-07,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,AMERICAN VODKAS,SAZERAC COMPANY  INC,NIKOLAI VODKA,10.59,6,63.54
INV-78605400005,2025-01-14,HOMETOWN FOODS / TRAER,TRAER,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,27.74,6,166.44
INV-78271300014,2025-01-03,WORLD LIQUOR & TOBACCO + VAPE,FORT DODGE,IOWA,GOLD RUM,BACARDI USA INC,BACARDI GOLD MINI,8.31,2,16.62
INV-79736200031,2025-02-18,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,IOWA,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,FIREBALL CINNAMON WHISKEY,1.5,1,1.5
INV-79478800025,2025-02-10,BIG G FOOD STORE,MARENGO,IOWA,IMPORTED SCHNAPPS,DIAGEO AMERICAS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,20.99,1,20.99
INV-79988700008,2025-02-26,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,IOWA,SPICED RUM,DIAGEO AMERICAS,CAPTAIN MORGAN ORIGINAL SPICED,7.86,3,23.58
